kind,scope,sharedUi,action,currentFile,currentClass,currentSelector,templateUrl,styleUrls,proposedBase,proposedClass,proposedSelector,confidence,notes
Component,landing,Y,rename,libs/landing/shared/ui/src/components/section-rule/section-rule.component.ts,SectionRuleComponent,landing-section-rule,,libs/landing/shared/ui/src/components/section-rule/section-rule.component.scss,section-rule,SectionRule,landing-section-rule,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/section/section.component.ts,SectionComponent,landing-section,,libs/landing/shared/ui/src/components/section/section.component.scss,section,Section,landing-section,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/segmented/segmented.component.ts,SegmentedComponent,landing-segmented,,libs/landing/shared/ui/src/components/segmented/segmented.component.scss,segmented,Segmented,landing-segmented,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/select/select.component.ts,LandingSelectComponent,landing-select,,libs/landing/shared/ui/src/components/select/select.component.scss,select,Select,landing-select,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/show-more/show-more.component.ts,ShowMoreComponent,landing-show-more,,libs/landing/shared/ui/src/components/show-more/show-more.component.scss,show-more,ShowMore,landing-show-more,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/social-row/social-row.component.ts,LandingSocialRowComponent,landing-social-row,,libs/landing/shared/ui/src/components/social-row/social-row.component.scss,social-row,SocialRow,landing-social-row,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/status-dot/status-dot.component.ts,StatusDotComponent,landing-status-dot,,libs/landing/shared/ui/src/components/status-dot/status-dot.component.scss,status-dot,StatusDot,landing-status-dot,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/t/landing-t.component.ts,LandingTComponent,landing-t,,,t,T,landing-t,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/textarea/textarea.component.ts,TextareaComponent,landing-textarea,,libs/landing/shared/ui/src/components/textarea/textarea.component.scss,textarea,Textarea,landing-textarea,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/tooltip/landing-tooltip.component.ts,LandingTooltipComponent,landing-tooltip,,,tooltip,Tooltip,landing-tooltip,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/view-toggle/landing-view-toggle.component.ts,LandingViewToggleComponent,landing-view-toggle,,,view-toggle,ViewToggle,landing-view-toggle,high,
Directive,landing,Y,keep,libs/landing/shared/ui/src/directives/copy-to-clipboard/copy-to-clipboard.directive.ts,CopyToClipboardDirective,[landingCopyToClipboard],,,copy-to-clipboard.directive,CopyToClipboardDirective,[landingCopyToClipboard],high,keep-directive
Directive,landing,Y,keep,libs/landing/shared/ui/src/directives/prose-anchors/prose-anchors.directive.ts,LandingProseAnchorsDirective,[landingProseAnchors],,,prose-anchors.directive,LandingProseAnchorsDirective,[landingProseAnchors],high,keep-directive
Directive,landing,Y,keep,libs/landing/shared/ui/src/directives/scroll-edge-fade/scroll-edge-fade.directive.ts,ScrollEdgeFadeDirective,[landingScrollEdgeFade],,,scroll-edge-fade.directive,ScrollEdgeFadeDirective,[landingScrollEdgeFade],high,keep-directive
Directive,landing,Y,keep,libs/landing/shared/ui/src/keyboard/keyboard-shortcuts.directive.ts,KeyboardShortcutsDirective,[fxKeyboardShortcuts],,,keyboard-shortcuts.directive,KeyboardShortcutsDirective,[fxKeyboardShortcuts],high,keep-directive
Directive,landing,Y,keep,libs/landing/shared/ui/src/motion/spotlight/spotlight.directive.ts,SpotlightDirective,[fxSpotlight],,,spotlight.directive,SpotlightDirective,[fxSpotlight],high,keep-directive
Component,landing,Y,rename,libs/landing/shared/ui/src/motion/stagger-text/stagger-text.component.ts,LandingStaggerTextComponent,landing-stagger-text,,libs/landing/shared/ui/src/motion/stagger-text/stagger-text.component.scss,stagger-text,StaggerText,landing-stagger-text,high,
Directive,landing,Y,keep,libs/landing/shared/ui/src/motion/type-out/type-out.directive.ts,TypeOutDirective,[fxTypeOut],,,type-out.directive,TypeOutDirective,[fxTypeOut],high,keep-directive
Pipe,landing,Y,keep,libs/landing/shared/ui/src/pipes/cloudinary-srcset.pipe.ts,CloudinarySrcsetPipe,cloudinarySrcset,,,cloudinary-srcset.pipe,CloudinarySrcsetPipe,cloudinarySrcset,high,keep-pipe
Directive,landing,Y,keep,libs/landing/shared/ui/src/shell/hydration-safe-active.directive.ts,HydrationSafeActiveDirective,[hydrationSafeActive],,,hydration-safe-active.directive,HydrationSafeActiveDirective,[hydrationSafeActive],high,keep-directive
Component,landing,Y,rename,libs/landing/shared/ui/src/shell/landing-footer-banner.component.ts,LandingFooterBannerComponent,landing-footer-banner,libs/landing/shared/ui/src/shell/landing-footer-banner.component.html,libs/landing/shared/ui/src/shell/landing-footer-banner.component.scss,footer-banner,FooterBanner,landing-footer-banner,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/shell/landing-footer-signature.component.ts,LandingFooterSignatureComponent,landing-footer-signature,,,footer-signature,FooterSignature,landing-footer-signature,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/shell/landing-header.component.ts,LandingHeaderComponent,landing-header,,libs/landing/shared/ui/src/shell/landing-header.component.scss,header,Header,landing-header,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/shell/landing-scroll-to-top.component.ts,LandingScrollToTopComponent,landing-scroll-to-top,,,scroll-to-top,ScrollToTop,landing-scroll-to-top,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/shell/landing-shell.component.ts,LandingShellComponent,landing-shell,,,shell,Shell,landing-shell,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/theme/theme-toggle.component.ts,LandingThemeToggleComponent,landing-theme-toggle,,,theme-toggle,ThemeToggle,landing-theme-toggle,high,
Pipe,shared,Y,keep,libs/shared/ui/pipes/src/lib/cloudinary-thumb.pipe.ts,CloudinaryThumbPipe,cloudinaryThumb,,,cloudinary-thumb.pipe,CloudinaryThumbPipe,cloudinaryThumb,high,keep-pipe
Pipe,shared,Y,keep,libs/shared/ui/pipes/src/lib/date-range.pipe.ts,DateRangePipe,dateRange,,,date-range.pipe,DateRangePipe,dateRange,high,keep-pipe
Pipe,shared,Y,keep,libs/shared/ui/pipes/src/lib/file-icon.pipe.ts,FileIconPipe,fileIcon,,,file-icon.pipe,FileIconPipe,fileIcon,high,keep-pipe
Pipe,shared,Y,keep,libs/shared/ui/pipes/src/lib/initials.pipe.ts,InitialsPipe,initials,,,initials.pipe,InitialsPipe,initials,high,keep-pipe
Pipe,shared,Y,keep,libs/shared/ui/pipes/src/lib/is-image.pipe.ts,IsImagePipe,isImage,,,is-image.pipe,IsImagePipe,isImage,high,keep-pipe
Pipe,shared,Y,keep,libs/shared/ui/pipes/src/lib/mime-category.pipe.ts,MimeCategoryPipe,mimeCategory,,,mime-category.pipe,MimeCategoryPipe,mimeCategory,high,keep-pipe
Pipe,shared,Y,keep,libs/shared/ui/pipes/src/lib/month-year.pipe.ts,MonthYearPipe,monthYear,,,month-year.pipe,MonthYearPipe,monthYear,high,keep-pipe
Pipe,shared,Y,keep,libs/shared/ui/pipes/src/lib/readable-size.pipe.ts,ReadableSizePipe,readableSize,,,readable-size.pipe,ReadableSizePipe,readableSize,high,keep-pipe
Pipe,shared,Y,keep,libs/shared/ui/pipes/src/lib/translatable.pipe.ts,TranslatablePipe,translatable,,,translatable.pipe,TranslatablePipe,translatable,high,keep-pipe
Component,shared,Y,rename,libs/shared/ui/sidebar/src/lib/sidebar-content.component.ts,SidebarContentComponent,ui-sidebar-content,,,ui-sidebar-content,UiSidebarContent,shared-ui-sidebar-content,high,
Component,shared,Y,rename,libs/shared/ui/sidebar/src/lib/sidebar-footer.component.ts,SidebarFooterComponent,ui-sidebar-footer,,,ui-sidebar-footer,UiSidebarFooter,shared-ui-sidebar-footer,high,
Component,shared,Y,rename,libs/shared/ui/sidebar/src/lib/sidebar-group.component.ts,SidebarGroupComponent,ui-sidebar-group,,,ui-sidebar-group,UiSidebarGroup,shared-ui-sidebar-group,high,
Component,shared,Y,rename,libs/shared/ui/sidebar/src/lib/sidebar-header.component.ts,SidebarHeaderComponent,ui-sidebar-header,,,ui-sidebar-header,UiSidebarHeader,shared-ui-sidebar-header,high,
Component,shared,Y,rename,libs/shared/ui/sidebar/src/lib/sidebar-inset.component.ts,SidebarInsetComponent,ui-sidebar-inset,,,ui-sidebar-inset,UiSidebarInset,shared-ui-sidebar-inset,high,
Directive,shared,Y,keep,libs/shared/ui/sidebar/src/lib/sidebar-menu-badge.directive.ts,SidebarMenuBadgeDirective,[uiSidebarMenuBadge],,,sidebar-menu-badge.directive,SidebarMenuBadgeDirective,[uiSidebarMenuBadge],high,keep-directive
Component,shared,Y,rename,libs/shared/ui/sidebar/src/lib/sidebar-menu-button.component.ts,SidebarMenuButtonComponent,"a[ui-sidebar-menu-button],button[ui-sidebar-menu-button]",,,"a[ui-sidebar-menu-button],button[ui-sidebar-menu-button]","A[uiSidebarMenuButton],button[uiSidebarMenuButton]","shared-a[ui-sidebar-menu-button],button[ui-sidebar-menu-button]",high,
Directive,shared,Y,keep,libs/shared/ui/sidebar/src/lib/sidebar-menu-item.directive.ts,SidebarMenuItemDirective,li[uiSidebarMenuItem],,,sidebar-menu-item.directive,SidebarMenuItemDirective,li[uiSidebarMenuItem],high,keep-directive
Directive,shared,Y,keep,libs/shared/ui/sidebar/src/lib/sidebar-menu-skeleton.directive.ts,SidebarMenuSkeletonDirective,[uiSidebarMenuSkeleton],,,sidebar-menu-skeleton.directive,SidebarMenuSkeletonDirective,[uiSidebarMenuSkeleton],high,keep-directive
Component,shared,Y,rename,libs/shared/ui/sidebar/src/lib/sidebar-menu-sub-button.component.ts,SidebarMenuSubButtonComponent,"a[ui-sidebar-menu-sub-button],button[ui-sidebar-menu-sub-button]",,,"a[ui-sidebar-menu-sub-button],button[ui-sidebar-menu-sub-button]","A[uiSidebarMenuSubButton],button[uiSidebarMenuSubButton]","shared-a[ui-sidebar-menu-sub-button],button[ui-sidebar-menu-sub-button]",high,
Directive,shared,Y,keep,libs/shared/ui/sidebar/src/lib/sidebar-menu-sub-item.directive.ts,SidebarMenuSubItemDirective,li[uiSidebarMenuSubItem],,,sidebar-menu-sub-item.directive,SidebarMenuSubItemDirective,li[uiSidebarMenuSubItem],high,keep-directive
Component,shared,Y,rename,libs/shared/ui/sidebar/src/lib/sidebar-menu-sub.component.ts,SidebarMenuSubComponent,ui-sidebar-menu-sub,,,ui-sidebar-menu-sub,UiSidebarMenuSub,shared-ui-sidebar-menu-sub,high,
Directive,shared,Y,keep,libs/shared/ui/sidebar/src/lib/sidebar-menu.directive.ts,SidebarMenuDirective,ul[uiSidebarMenu],,,sidebar-menu.directive,SidebarMenuDirective,ul[uiSidebarMenu],high,keep-directive
Component,shared,Y,rename,libs/shared/ui/sidebar/src/lib/sidebar-provider.component.ts,SidebarProviderComponent,ui-sidebar-provider,,,ui-sidebar-provider,UiSidebarProvider,shared-ui-sidebar-provider,high,
Component,shared,Y,rename,libs/shared/ui/sidebar/src/lib/sidebar-rail.component.ts,SidebarRailComponent,ui-sidebar-rail,,,ui-sidebar-rail,UiSidebarRail,shared-ui-sidebar-rail,high,
Directive,shared,Y,keep,libs/shared/ui/sidebar/src/lib/sidebar-separator.directive.ts,SidebarSeparatorDirective,[uiSidebarSeparator],,,sidebar-separator.directive,SidebarSeparatorDirective,[uiSidebarSeparator],high,keep-directive
Component,shared,Y,rename,libs/shared/ui/sidebar/src/lib/sidebar-trigger.component.ts,SidebarTriggerComponent,ui-sidebar-trigger,,,ui-sidebar-trigger,UiSidebarTrigger,shared-ui-sidebar-trigger,high,
Component,shared,Y,rename,libs/shared/ui/sidebar/src/lib/sidebar.component.ts,SidebarComponent,ui-sidebar,,,ui-sidebar,UiSidebar,shared-ui-sidebar,high,
